drg_id,provider_state,total_discharges,avg_covered_charges,avg_total_payments
310,TX,7086,17908.70,3736.90
310,UT,218,9279.06,3819.00
310,VA,3206,11985.25,3674.29
310,VT,205,8423.42,4822.57
310,WA,1556,13724.93,4101.67
310,WI,1542,11301.63,3865.87
310,WV,1216,8527.58,3482.14
310,WY,118,12602.12,4942.17
312,AK,56,23904.57,6546.12
312,AL,2390,17526.02,4199.79
312,AR,1032,15348.13,4494.78
312,AZ,1971,23748.09,4854.23
312,CA,7631,36987.38,6233.11
312,CO,1032,22065.15,4799.59
312,CT,2759,17349.17,5918.52
312,DC,366,18488.27,6556.76
312,DE,569,14003.99,5338.87
312,FL,13168,25778.12,4530.74
312,GA,3039,18313.14,4627.00
312,HI,211,19326.94,6166.10
312,IA,834,14005.66,4339.49
312,ID,167,11788.60,4630.29
312,IL,8447,19781.18,5089.33
312,IN,3532,15280.51,4632.96
312,KS,758,21186.06,4352.52
312,KY,3047,14707.85,4465.70
312,LA,1461,17946.66,4506.06
312,MA,5473,10914.61,5556.57
312,MD,4376,6616.35,6241.74
312,ME,513,12002.80,4779.35
312,MI,7122,13389.90,5119.31
312,MN,1560,13929.18,5101.40
312,MO,2899,17366.63,4474.12
312,MS,1328,19098.18,4340.40
312,MT,130,10517.98,4512.20
312,NC,4197,14966.84,4972.70
312,ND,114,10270.84,4766.70
312,NE,545,16920.12,4929.97
312,NH,467,15079.19,4910.60
312,NJ,7088,40180.49,5401.55
312,NM,304,18060.01,5061.22
312,NV,958,31951.72,5063.96
312,NY,14784,19174.31,6618.61
312,OH,6206,16283.45,4578.36
312,OK,1411,16437.75,4422.19
312,OR,459,13406.88,5252.63
312,PA,7834,23856.14,4891.87
312,RI,469,17849.18,5827.65
312,SC,2029,19834.99,4648.10
312,SD,206,15267.27,5193.93
312,TN,2851,17657.05,4362.35
312,TX,7412,26216.25,4783.58
312,UT,194,14128.87,4987.55
312,VA,4142,15506.39,4539.04
312,VT,130,10640.88,6048.58
312,WA,1551,18489.28,5199.82
312,WI,1370,15565.72,4906.25
312,WV,1290,11187.96,4415.25
312,WY,36,15868.92,6105.69
313,AK,81,18890.62,6354.14
313,AL,2249,14969.14,3290.50
313,AR,1204,11787.35,3218.26
313,AZ,1656,19548.02,3836.63
313,CA,10070,28981.48,4741.87
313,CO,1019,17573.60,3708.74
313,CT,1969,13775.27,4432.90
313,DC,372,16270.40,5309.08
313,DE,274,12721.15,4137.28
313,FL,9722,21396.13,3577.86
313,GA,3326,15910.54,3606.70
313,HI,128,14657.24,5255.73
313,IA,1007,11577.14,3346.68
313,ID,109,11232.69,3601.19
313,IL,7505,16927.66,4014.95
313,IN,3428,13041.44,3589.58
313,KS,751,18333.46,3366.00
313,KY,3137,12629.64,3520.85
313,LA,1450,14727.47,3578.88
313,MA,4342,9185.37,4239.39
313,MD,3930,5639.08,5353.47
313,ME,472,9935.64,3563.67
313,MI,5515,11865.86,3946.67
313,MN,1565,13508.46,4077.54
313,MO,3442,14566.99,3527.38
313,MS,1339,17346.35,3372.53
313,MT,97,10248.21,3775.92
313,NC,5327,12542.14,3788.14
313,ND,119,8636.67,3861.57
313,NE,610,14499.43,4123.77
313,NH,337,14779.18,3885.17
313,NJ,4583,32970.22,4276.36
313,NM,408,15555.02,4089.31
313,NV,1058,29545.03,3985.40
313,NY,12783,14156.72,5139.30
313,OH,6264,13575.78,3608.16
313,OK,2108,12122.31,3336.90
313,OR,478,11275.13,4196.21
313,PA,4876,21790.53,3878.71
313,RI,249,16578.59,4465.96
313,SC,1982,17204.82,3548.18
313,SD,276,12897.51,3929.58
313,TN,2888,14775.66,3352.70
313,TX,7850,21186.07,3679.20
313,UT,178,11232.98,3939.33
313,VA,3907,13308.67,3508.21
313,VT,44,11164.23,4889.50
313,WA,1677,17037.25,4012.52
313,WI,1251,12508.86,3821.41
313,WV,1565,10552.75,3462.35
313,WY,102,12454.89,4842.68
314,AK,20,76820.40,20804.25
314,AL,774,44549.20,11494.52
314,AR,523,36200.07,11291.95
314,AZ,887,52325.96,13687.02
314,CA,3957,89034.28,17348.79
314,CO,360,53117.01,13087.75
314,CT,535,45996.53,15870.67
314,DC,294,54924.42,17257.25
314,DE,178,32477.25,14175.19
314,FL,4205,58481.18,12104.44
314,GA,1769,37446.43,12430.24
314,HI,68,40596.40,16752.24
314,IA,308,36717.25,12107.40
314,ID,128,27967.58,12416.56
314,IL,2791,48874.63,14157.39
314,IN,1210,38030.51,12455.55
314,KS,345,44664.53,11815.19
314,KY,773,34956.82,12134.08
314,LA,1040,40566.19,11994.45
314,MA,996,32992.91,15874.40
314,MD,1346,19005.95,17894.33
314,ME,151,37468.75,17104.52
314,MI,2516,32362.47,14014.05
314,MN,638,41701.29,15028.69
314,MO,1393,41443.79,12220.65
314,MS,640,38822.16,12298.05
314,MT,19,18602.63,11685.00
314,NC,1939,32616.50,13658.45
314,ND,116,24955.54,12310.53
314,NE,240,35867.67,12042.64
314,NH,164,36918.15,13867.43
314,NJ,1824,85724.95,14450.11
314,NM,166,31811.71,14309.58
314,NV,410,87215.49,14057.09
314,NY,3103,46800.39,17465.23
314,OH,2831,42167.10,12758.10
314,OK,582,46198.85,13156.23
314,OR,198,34966.22,14487.76
314,PA,1990,63290.59,13907.56
314,RI,85,52213.84,17020.41
314,SC,905,48971.87,12929.47
314,SD,68,36593.50,15272.35
314,TN,1349,41375.14,11783.23
314,TX,4107,54093.08,12908.80
314,UT,88,37829.27,16344.59
314,VA,1353,40408.41,12949.24
314,VT,35,26433.80,16491.71
314,WA,702,43040.49,13928.86
314,WI,649,37599.46,14082.53
314,WV,294,27314.09,11961.52
314,WY,17,38942.94,12734.00
315,AL,299,27760.84,6374.08
315,AR,195,16569.51,5827.39
315,AZ,242,24754.82,6916.63
315,CA,851,51984.42,9172.10
315,CO,201,32443.52,6818.47
315,CT,220,22128.69,8218.77
315,DC,97,31791.13,9375.23
315,DE,101,20187.26,7325.27
315,FL,1722,30292.01,6322.15
315,GA,440,19553.97,6591.58
315,HI,16,26553.50,10018.69
315,IA,177,20405.81,7149.10
315,ID,28,18957.29,6231.82
315,IL,1019,25994.48,7292.10
315,IN,444,21941.59,6743.50
315,KS,110,30225.21,7091.02
315,KY,260,18110.59,6228.39
315,LA,225,27037.92,6579.82
315,MA,594,19359.09,8410.35
315,MD,646,10012.68,9443.82
315,ME,80,14256.89,6764.39
315,MI,905,17950.83,7268.48
315,MN,352,22155.97,7805.83
315,MO,463,21548.92,6325.43
315,MS,186,21230.83,6072.62
315,NC,617,19173.42,7356.97
315,ND,36,11195.19,6211.42
315,NE,100,24143.57,6750.24
315,NH,103,17092.70,6437.55
315,NJ,685,48731.90,7240.91
315,NM,29,20781.52,6952.62
315,NV,92,37767.28,6727.93
315,NY,1124,27647.58,9189.62
315,OH,835,23686.00,6665.50
315,OK,208,30083.88,6595.02
315,OR,34,18954.15,9595.09
315,PA,819,36429.11,7328.38
315,RI,47,38435.28,9985.34
315,SC,284,26317.75,6636.88
315,SD,13,26696.00,6036.38
315,TN,489,20432.93,6142.04
315,TX,968,30976.60,6795.24
315,UT,41,24377.10,8522.32
315,VA,441,24847.93,7690.18
315,VT,21,15319.81,24526.71
315,WA,222,25219.36,7400.70
315,WI,211,22325.77,7873.82
315,WV,186,12132.50,6076.03
329,AK,36,149573.17,65350.89
329,AL,692,141236.65,31717.43
329,AR,462,102328.63,31673.31
329,AZ,674,144761.62,37510.16
329,CA,2439,258766.80,49384.07
329,CO,406,134163.88,34874.83
329,CT,530,113177.80,42389.94
329,DC,143,153583.44,48486.65
329,DE,144,90078.25,40345.82
329,FL,2910,165071.06,34048.91
329,GA,965,122672.56,36336.61
329,HI,54,138653.69,47177.44
329,IA,391,91015.56,32145.01
329,ID,140,79824.27,35139.01
329,IL,1888,133297.27,38296.76
329,IN,1001,102319.38,35073.68
329,KS,417,129229.85,34515.85
329,KY,766,93365.05,33614.25
329,LA,535,118324.75,32594.40
329,MA,855,89292.66,41854.59
329,MD,828,47514.98,44717.69
329,ME,126,76170.29,35545.21
329,MI,1471,89888.12,36969.92
329,MN,616,112968.99,42804.14
329,MO,1014,114858.78,34419.27
329,MS,486,128872.43,35304.31
329,MT,120,72271.03,31705.03
329,NC,1280,94398.37,37641.10
329,ND,176,59486.23,32392.94
329,NE,348,124250.51,38147.21
329,NH,202,96025.49,38636.38
329,NJ,1554,207153.70,38016.18
329,NM,147,100331.01,39167.05
329,NV,282,218114.24,41328.23
329,NY,2041,128516.61,46905.42
329,OH,1503,111033.82,35191.36
329,OK,571,126295.61,35277.20
329,OR,233,116613.16,50154.19
329,PA,1613,156224.76,36035.57
329,RI,126,100327.46,40647.06
329,SC,646,152247.19,41030.53
329,SD,189,116211.36,39563.27
329,TN,917,110867.47,33529.01
329,TX,2661,150282.70,36010.16
329,UT,138,89859.47,39048.07
329,VA,950,126901.61,37200.37
329,VT,39,71637.08,45315.08
329,WA,645,125961.39,41484.02
329,WI,580,105331.00,38675.53
329,WV,262,84531.71,33996.24
329,WY,38,106868.24,48928.50
330,AK,87,77620.85,29368.56
330,AL,990,66678.86,15272.81
330,AR,744,50771.25,15401.11
330,AZ,1059,69910.80,17972.39
330,CA,3272,124614.99,22968.30
330,CO,694,71150.89,17022.33
330,CT,818,55818.48,20526.25
330,DC,166,67712.38,21634.54
330,DE,251,41575.00,18771.26
330,FL,3778,85506.13,16250.57
330,GA,1443,55875.53,16526.95
330,HI,81,54439.83,23058.74
330,IA,573,45137.71,15878.84
330,ID,204,44362.59,17341.64
330,IL,2438,67252.83,18643.88
330,IN,1263,55270.68,16753.54
330,KS,570,61312.59,15918.41
330,KY,1007,47576.03,16803.75
330,LA,681,62941.99,16298.67
330,MA,1421,47736.42,20782.17
330,MD,1173,25611.62,24136.66
330,ME,299,40734.43,17722.60
330,MI,1796,46238.30,18517.77
330,MN,995,50424.14,19581.50
330,MO,1452,51512.65,15665.18
330,MS,661,57555.28,15912.18
330,MT,199,36742.13,16724.05
330,NC,1836,48046.99,18338.48
330,ND,179,29832.92,16418.93
330,NE,441,58606.49,17044.93
330,NH,277,51654.31,18350.88
330,NJ,1732,104703.71,18725.50
330,NM,207,55405.99,19876.46
330,NV,358,90065.25,17625.61
330,NY,2523,61440.16,21855.16
330,OH,1789,54233.85,16644.24
330,OK,683,51901.92,15834.50
330,OR,407,48071.89,19111.04
330,PA,2105,79690.99,17879.36
330,RI,193,43939.39,18415.02
330,SC,908,73079.66,17808.07
330,SD,299,56425.02,17972.56
330,TN,1189,56060.42,16163.33
330,TX,3392,68143.15,16870.20
330,UT,239,40235.86,17750.41
330,VA,1390,57851.11,17352.98
330,VT,86,38448.51,22734.73
330,WA,979,62418.80,19282.03
330,WI,1037,52359.75,18325.49
330,WV,343,42200.85,16274.90
330,WY,59,51273.76,21498.00
372,AL,400,27268.25,7578.50
372,AR,191,23536.56,7555.31
372,AZ,574,29887.77,8941.28
372,CA,1726,59925.59,10744.96
372,CO,265,30856.49,8028.20
372,CT,471,29465.23,10692.72
372,DC,71,25931.28,10433.28
372,DE,143,22335.10,9259.72
372,FL,2826,37961.58,7964.08
372,GA,546,27148.08,7980.01
372,IA,290,19823.81,7888.09
372,ID,50,21117.50,7742.06
372,IL,1856,27275.59,8669.07
372,IN,765,23333.31,7929.37
372,KS,218,28668.17,7696.22
372,KY,405,20039.49,7854.43
372,LA,251,25235.98,7744.88
372,MA,1182,17257.69,9740.40
372,MD,819,11342.22,10733.70
372,ME,166,16978.08,8145.34
372,MI,1207,20900.47,8997.45
372,MN,506,23337.30,8772.59
372,MO,885,24803.96,7655.19
372,MS,205,21129.50,7274.93
372,MT,70,15159.83,7783.39
372,NC,932,19451.14,9005.33
372,ND,30,14297.27,8192.67
372,NE,131,23432.05,8131.89
372,NH,125,19336.88,8267.54
372,NJ,1486,62242.39,9525.68
372,NM,141,25840.88,8929.09
372,NV,126,47434.29,9022.92
372,NY,1951,34116.95,11268.57
372,OH,1141,20719.72,7806.69
372,OK,299,25816.66,7861.57
372,OR,104,23165.80,9382.79
372,PA,1250,35954.66,8866.69
372,RI,170,27794.47,9837.28
372,SC,357,32172.10,8699.24
372,SD,38,24589.26,8261.82
372,TN,549,22521.82,7597.68
372,TX,1448,34402.93,8357.31
372,UT,65,17180.62,8095.11
372,VA,899,23295.11,8190.76
372,VT,54,15521.06,10706.24
372,WA,541,25848.38,9122.88
372,WI,358,21137.41,8791.29
372,WV,197,16092.68,7566.44
372,WY,29,25914.21,11022.66
377,AK,20,74435.90,20419.35
377,AL,841,42425.62,10354.28
377,AR,525,34461.45,10335.42
377,AZ,589,48367.59,12161.12
377,CA,3767,80935.89,15696.05
377,CO,379,45134.09,11657.94
377,CT,800,43377.55,14644.85
377,DC,184,51038.65,16693.30
377,DE,183,31386.31,13611.87
377,FL,3409,54357.29,11118.63
377,GA,1374,39029.07,11652.27
377,HI,97,36582.66,14699.82
377,IA,428,32006.75,11147.22
377,ID,110,30510.93,12485.68
377,IL,2485,45373.39,12465.76
377,IN,1019,36915.31,11958.17
377,KS,314,50047.83,11099.78
377,KY,943,33269.94,11335.73
377,LA,781,41482.82,10967.18
377,MA,1333,27685.40,13823.74
377,MD,1182,16663.60,15701.60
377,ME,174,26471.57,12345.75
377,MI,2395,31818.91,12772.90
377,MN,529,45957.22,15073.66
377,MO,1230,40566.99,11201.20
377,MS,663,38438.74,10973.68
377,MT,77,33203.96,12358.06
377,NC,1883,30201.14,12281.18
377,ND,134,23254.51,11095.15
377,NE,199,41310.68,12293.39
377,NH,166,32200.45,12556.19
377,NJ,1976,82646.80,13269.65
377,NM,152,35519.88,12955.83
377,NV,309,82388.59,12969.82
377,NY,3186,50003.91,16937.57
377,OH,2179,38970.14,11507.94
377,OK,496,39953.91,11091.27
377,OR,261,34049.43,12808.88
377,PA,2296,56054.99,12194.64
377,RI,169,43214.59,14393.74
377,SC,886,41449.58,11750.03
377,SD,120,38278.77,12354.97
377,TN,1295,35913.49,10627.84
377,TX,3521,52593.88,11790.29
377,UT,128,26733.25,12034.23
377,VA,1517,33327.10,11053.25
377,VT,30,31982.77,17320.13
377,WA,669,40443.16,12983.04
377,WI,568,33990.41,12839.87
377,WV,385,29333.93,11046.37
377,WY,42,39365.43,14590.90
378,AK,161,27416.86,10988.33
378,AL,2869,23715.40,5864.46
378,AR,1669,20408.43,5982.13
378,AZ,2083,28159.54,7113.71
378,CA,9249,46026.74,8685.20
378,CO,1280,27678.47,6666.79
378,CT,2190,23273.35,8237.88
378,DC,354,27979.38,8899.80
378,DE,479,19402.57,7521.43
378,FL,10293,32280.65,6280.08
378,GA,3925,22011.23,6499.05
378,HI,403,21559.44,9269.63
378,IA,1500,17952.21,6323.92
378,ID,341,16645.16,6496.03
378,IL,6882,26357.73,7032.81
378,IN,3202,20534.40,6447.11
378,KS,1311,23243.55,6186.54
378,KY,2952,18406.84,6339.10
378,LA,1982,23952.11,6367.60
378,MA,3884,17305.11,8001.22
378,MD,3038,9747.70,9185.95
378,ME,604,15659.93,6774.51
378,MI,6189,18450.01,7226.45
378,MN,2118,20606.68,7324.57
378,MO,3440,21878.64,6229.35
378,MS,1979,22927.88,6215.13
378,MT,406,14434.30,6347.93
378,NC,5245,17586.88,6877.00
378,ND,397,12582.60,6583.79
378,NE,806,20594.45,6674.54
378,NH,613,19677.59,6897.08
378,NJ,5105,51281.15,7633.26
378,NM,538,22079.30,7338.81
378,NV,796,39962.41,7010.42
378,NY,8611,27960.19,8862.61
378,OH,5760,21459.75,6445.48
378,OK,1755,21775.60,6317.33
378,OR,892,19645.30,7289.09
378,PA,6565,29883.22,6882.51
378,RI,510,21900.49,7586.15
378,SC,2626,24169.61,6618.29
378,SD,417,20139.51,6973.24
378,TN,3513,20710.80,6053.09
378,TX,8779,30526.87,6739.06
378,UT,482,17246.85,6751.94
378,VA,4193,19561.98,6368.15
378,VT,268,15209.11,8737.06
378,WA,2310,23921.06,7354.88
378,WI,2325,18988.26,6791.83
378,WV,1223,15573.52,6145.76
378,WY,166,18179.19,8861.04
379,AK,26,21488.46,8045.42
379,AL,797,17884.32,4243.81
379,AR,381,13426.37,4268.01
379,AZ,368,19509.61,5038.23
379,CA,2076,31714.97,5899.33
379,CO,245,17395.05,4616.02
379,CT,527,16524.14,5755.08
379,DC,186,16886.85,6134.49
379,DE,187,12808.41,5167.75
379,FL,3056,23738.80,4525.21
379,GA,856,15510.32,4643.61
379,HI,29,11452.00,6239.83
379,IA,243,12858.96,4392.40
379,ID,56,13557.84,4538.00
379,IL,1877,18249.91,5011.52
379,IN,886,14762.27,4465.39
379,KS,195,14864.42,4180.03
379,KY,680,13654.00,4398.21
379,LA,712,16469.93,4439.10
379,MA,932,11898.29,5639.87
379,MD,1358,6722.00,6345.29
379,ME,54,8584.67,4719.50
379,MI,1177,12749.24,5032.83
379,MN,184,13713.26,5069.09
379,MO,862,15457.39,4508.53
379,MS,533,17651.04,4239.85
379,MT,13,10397.92,4662.15
379,NC,982,13258.01,4912.70
379,ND,33,8336.18,4457.82
379,NE,180,15607.67,4799.09
379,NH,75,14525.39,4514.93
379,NJ,1784,35279.28,5264.67
379,NM,176,15578.76,5302.59
379,NV,246,29768.26,5142.47
379,NY,2564,19018.82,6377.54
379,OH,1294,14728.88,4439.75
379,OK,374,15652.38,4359.45
379,OR,74,12406.28,5186.04
379,PA,1620,23994.68,4904.93
379,RI,54,16184.02,5530.46
379,SC,584,16910.72,4508.55
379,SD,89,12782.99,4754.53
379,TN,692,15687.99,4468.48
379,TX,2065,21762.98,4667.62
379,UT,45,10564.38,5268.80
379,VA,814,14927.88,4663.30
379,VT,55,10898.20,6289.96
379,WA,328,16573.54,5142.67
379,WI,376,14886.02,4947.51
379,WV,362,10350.14,4318.42
379,WY,31,14501.35,5734.84
389,AK,14,29477.93,8797.93
389,AL,938,22804.43,5452.96
389,AR,604,17370.33,5569.67
389,AZ,882,26810.16,6498.54
389,CA,3433,44085.99,8041.92
389,CO,527,26472.20,6393.52
389,CT,724,22058.03,7886.41
389,DC,80,25961.21,8234.15
389,DE,177,15799.97,6555.53
389,FL,4179,30847.02,5868.14
389,GA,1076,20916.59,5983.37
389,HI,73,20164.48,8042.52
389,IA,555,16379.05,5799.98
389,ID,127,17548.31,5941.49
389,IL,2522,23942.18,6398.09
389,IN,1193,20023.62,5884.84
389,KS,417,23892.67,5664.48
389,KY,801,16781.47,5761.97
389,LA,738,21138.99,5759.48
389,MA,1388,15067.15,7401.74
389,MD,1189,8564.41,8078.66
389,ME,182,14137.46,6286.11
389,MI,1939,16418.57,6651.92
389,MN,859,18316.77,6970.13
389,MO,1135,20732.42,5671.18
389,MS,456,20196.19,5564.84
389,MT,144,13363.37,5798.99
389,NC,1598,16500.93,6541.65
389,ND,119,10545.45,6027.48
389,NE,371,17962.45,6190.96
389,NH,247,17480.22,6274.56
389,NJ,1622,47679.78,6887.18
389,NM,180,20108.44,6517.34
389,NV,264,36896.76,6570.28
389,NY,2448,25800.07,7974.64
389,OH,1732,18846.40,5865.89
389,OK,510,21025.84,5675.55
389,OR,281,17621.74,6784.14
389,PA,2243,28572.02,6337.10
389,RI,133,22592.20,7476.25
389,SC,806,25826.15,6195.56
389,SD,135,21382.75,6416.21
389,TN,1156,20036.33,5647.21
389,TX,3097,28957.51,6051.83
389,UT,165,15821.72,6332.33
389,VA,1271,19150.45,6042.90
389,VT,86,12289.05,8303.36
389,WA,828,21801.19,6787.47
389,WI,710,18326.95,6463.74
389,WV,444,13241.91,5632.25
389,WY,62,21811.32,7246.60
390,AL,549,16106.91,3888.05
390,AR,352,12726.20,3759.51
390,AZ,483,18236.61,4442.99
390,CA,2209,30585.97,5435.59
390,CO,365,17581.40,4228.62
390,CT,629,15342.66,5327.50
390,DC,124,14378.22,4838.29
390,DE,173,12247.71,4896.71
390,FL,2984,22859.19,3987.31
390,GA,777,14752.83,4083.10
390,HI,101,13584.70,5487.78
390,IA,443,11407.95,3874.22
390,ID,109,11152.57,4024.27
390,IL,1657,16763.04,4447.13
390,IN,655,13880.67,4186.54
390,KS,243,15658.34,3948.19
390,KY,520,11695.91,3938.18
390,LA,465,14772.85,4023.08
390,MA,1008,11120.87,5062.99
390,MD,713,6247.20,5916.42
390,ME,130,10766.37,4259.74
390,MI,1283,11750.70,4530.96
390,MN,502,13192.31,4474.15
390,MO,758,14104.03,3911.27
390,MS,385,13582.24,3775.78
390,MT,63,8323.94,3977.81
390,NC,1172,12804.59,4533.23
390,ND,81,7810.73,4196.63
390,NE,243,13221.58,4341.74
390,NH,165,13753.67,4451.61
390,NJ,1089,34338.80,4835.67
390,NM,101,17562.76,4417.55
390,NV,169,25244.24,4521.27
390,NY,1897,18125.31,5409.10
390,OH,1035,13228.22,4102.09
390,OK,378,14420.40,3914.87
390,OR,296,12026.58,4823.43
390,PA,1412,21100.54,4441.37
390,RI,112,15129.01,4476.28
390,SC,630,17931.31,4186.52
390,SD,94,12559.37,4317.36
390,TN,658,14715.12,4047.57
390,TX,1756,19820.18,4189.43
390,UT,124,10838.59,4480.56
390,VA,878,13519.84,4288.58
390,VT,48,9122.46,6108.08
390,WA,559,15540.36,4528.99
390,WI,407,13384.33,4377.61
390,WV,216,8886.43,3800.42
390,WY,49,18314.73,5265.14
391,AL,774,31380.77,6929.65
391,AR,439,25413.27,7064.46
391,AZ,713,35386.34,8108.76
391,CA,3188,55740.95,10483.70
391,CO,481,33716.58,7884.39
391,CT,601,27298.73,10030.41
391,DC,177,29894.97,10846.24
391,DE,129,24522.26,10982.66
391,FL,3212,40248.57,7686.59
391,GA,1346,27354.70,7627.19
391,HI,12,21048.83,10296.67
391,IA,307,24296.87,7479.43
391,ID,87,25136.44,9344.94
391,IL,2407,31275.13,8508.72
391,IN,1077,25442.59,8004.54
391,KS,294,31588.44,7800.05
391,KY,858,25397.99,7578.16
391,LA,645,29218.51,7495.28
391,MA,1309,19185.78,9654.06
391,MD,1168,11929.10,11234.14
391,ME,154,20782.71,8796.86
391,MI,1985,22272.18,8677.06
391,MN,584,26352.43,9053.51
391,MO,1218,25614.34,7689.07
391,MS,564,26394.62,7523.69
391,MT,53,20743.68,7941.89
391,NC,1772,22491.73,8307.65
391,ND,94,18183.94,7668.04
391,NE,190,28778.58,8002.34
391,NH,166,21429.91,8044.39
391,NJ,1627,58120.76,8866.00
391,NM,151,26200.63,9189.01
391,NV,266,52634.41,8677.64
391,NY,2599,31583.92,11035.07
391,OH,1894,26483.30,7929.06
391,OK,442,30171.76,7531.90
391,OR,167,21715.99,8914.89
391,PA,1918,40946.82,8470.33
391,RI,146,31551.03,10192.52
391,SC,666,32846.08,8099.73
391,SD,70,30338.31,8591.26
391,TN,1076,26619.35,7337.72
391,TX,3234,38930.89,8130.52
391,UT,71,22891.77,8645.24
391,VA,1059,26116.96,7656.64
391,VT,54,15866.89,10501.61
391,WA,688,31298.81,9120.39
391,WI,555,24851.28,9519.70
391,WV,328,19325.49,7172.02
391,WY,11,19044.73,8563.64
392,AK,210,19374.43,7745.52
392,AL,5771,17919.83,4243.08
392,AR,3144,15314.88,4305.21
392,AZ,4031,22832.83,5004.64
392,CA,14718,36879.29,6232.81
392,CO,2337,21922.69,4803.68
392,CT,3288,17900.80,6035.22
392,DC,606,19551.93,6641.17
392,DE,752,14002.59,5270.83
392,FL,21298,27104.95,4565.85
392,GA,5830,17921.47,4667.58
392,HI,198,17636.14,6565.00
392,IA,2091,14219.19,4495.65
392,ID,471,13801.59,4740.53
392,IL,13345,19895.37,5151.24
392,IN,6071,16151.95,4688.05
392,KS,2161,18997.72,4435.86
392,KY,5822,13997.63,4507.15
392,LA,3788,17465.38,4541.91
392,MA,8449,12124.01,5686.98
392,MD,5433,7107.06,6707.38
392,ME,1219,12349.27,4900.02
392,MI,10047,13869.69,5174.57
392,MN,3495,15752.04,5193.05
392,MO,6686,17168.29,4546.87
392,MS,3750,16954.08,4347.12
392,MT,425,11705.69,4656.24
392,NC,8467,14805.31,5009.83
392,ND,421,10430.11,4701.53
392,NE,1373,17373.42,4871.55
392,NH,994,15194.01,4869.97
392,NJ,8759,37750.34,5391.94
392,NM,1033,17803.24,5275.05
392,NV,1665,32193.40,5163.98
392,NY,17337,18656.57,6366.85
392,OH,10394,15975.91,4676.42
392,OK,3288,16854.59,4488.22
392,OR,1129,14857.61,5377.24
392,PA,11701,24456.25,4986.32
392,RI,780,17386.29,5637.57
392,SC,3990,20336.79,4791.28
392,SD,581,16557.88,4946.93
392,TN,6152,16359.39,4325.13
392,TX,14725,24353.16,4827.44
392,UT,552,14115.26,5111.31
392,VA,6447,16267.23,4676.78
392,VT,302,13447.55,6400.90
392,WA,3148,19341.54,5262.11
392,WI,3372,15607.31,4973.51
392,WV,2593,11121.45,4399.13
392,WY,215,15906.50,6619.94
394,AK,19,30499.89,8584.00
394,AL,772,26895.76,5936.69
394,AR,310,17766.14,6058.99
394,AZ,705,27363.22,6768.84
394,CA,3150,49604.47,8812.07
394,CO,397,28114.45,6766.19
394,CT,668,22503.62,8385.40
394,DC,108,23957.15,8805.88
394,DE,178,17718.57,7531.98
394,FL,3726,33316.73,6340.68
394,GA,1073,22431.29,6502.66
394,HI,16,24619.13,9106.19
394,IA,260,18870.59,6434.81
394,ID,121,16391.76,6180.55
394,IL,2290,25233.83,7153.24
394,IN,960,21103.07,6533.36
394,KS,253,25729.18,6323.32
394,KY,642,18547.23,6404.47
394,LA,533,23687.58,6395.92
394,MA,1432,16291.36,8088.61
394,MD,1141,9481.08,8943.33
394,ME,186,15644.71,6668.34
394,MI,1831,18701.73,7287.64
394,MN,640,20663.13,7825.11
394,MO,1019,21152.51,6177.57
394,MS,386,23497.45,6064.13
394,MT,94,14472.28,6267.93
394,NC,1416,18330.32,7137.85
394,ND,96,10919.59,6345.92
394,NE,242,25376.43,6762.76
394,NH,183,17988.51,6899.93
394,NJ,1811,46769.15,7398.24
394,NM,129,23842.53,7184.92
394,NV,259,39186.37,7205.80
394,NY,3037,26025.31,9109.34
394,OH,1620,20618.78,6426.02
394,OK,410,24491.33,6470.62
394,OR,222,19848.00,7232.96
394,PA,2080,29868.50,6972.71
394,RI,128,21291.99,7628.79
394,SC,522,27812.51,6896.34
394,SD,92,23931.45,6733.91
394,TN,829,20672.35,6109.77
394,TX,2643,31107.80,6860.12
394,UT,114,16626.40,6839.57
394,VA,984,21527.88,6786.74
394,VT,47,15313.47,8895.32
394,WA,721,24808.99,7734.93
394,WI,550,21097.57,7081.62
394,WV,271,14412.96,6089.97
394,WY,30,21896.07,8475.00
418,AK,15,51772.20,14947.80
418,AL,514,47070.38,9623.60
418,AR,282,37617.28,10039.01
418,AZ,495,54004.63,12122.16
418,CA,1170,83366.21,14137.09
418,CO,199,46544.89,10594.03
418,CT,185,41462.16,14033.25
418,DC,12,63610.33,14557.92
418,DE,64,28643.89,12799.31
418,FL,1791,63638.92,10407.30
418,GA,482,42580.57,11075.97
418,IA,169,37275.07,10336.67
418,ID,79,29557.57,11334.95
418,IL,917,47496.24,11932.18
418,IN,419,38566.85,11291.70
418,KS,148,46645.16,10421.46
418,KY,477,32683.13,10522.17
418,LA,306,42813.95,10845.39
418,MA,281,32373.88,14299.17
418,MD,347,13728.96,12964.75
418,ME,50,27463.52,11795.62
418,MI,611,32432.97,11938.87
418,MN,346,35582.28,12186.68
418,MO,561,36013.58,10180.90
418,MS,221,35364.42,9996.68
418,MT,76,23641.51,11027.93
418,NC,649,35564.20,11599.66
418,ND,52,22472.60,10848.35
418,NE,128,36785.09,11037.80
418,NH,39,35784.56,12045.26
418,NJ,768,72054.71,11992.81
418,NM,96,39202.69,12249.57
418,NV,171,73037.66,11696.53
418,NY,761,44824.12,13843.91
418,OH,522,38510.06,10588.86
418,OK,253,38576.20,10298.04
